drug_id,disease_id,drug_idx,disease_idx
CHEMBL1201772,EFO_0005672,938,8439
CHEMBL1515,HP_0000820,940,6545
CHEMBL1622,EFO_0001070,943,5191
CHEMBL1622,HP_0001891,943,6462
CHEMBL1622,EFO_0003894,943,7494
CHEMBL1789941,EFO_0002429,945,6031
CHEMBL1789941,EFO_0002430,945,6209
CHEMBL2108278,Orphanet_98896,948,13423
CHEMBL2110563,EFO_0001070,950,5191
CHEMBL2110563,HP_0001891,950,6462
CHEMBL3707372,EFO_0004220,951,8253
CHEMBL521,HP_0001643,952,5339
CHEMBL521,HP_0100607,952,5750
CHEMBL521,HP_0002829,952,6156
CHEMBL6,HP_0002829,953,6156
CHEMBL6,EFO_1001888,953,6901
CHEMBL6,EFO_0003898,953,8126
CHEMBL6,EFO_0004274,953,8202
CHEMBL603,HP_0006536,954,6113
CHEMBL1172,EFO_0003956,956,8145
CHEMBL1201236,EFO_1001402,958,9317
CHEMBL129,EFO_0000180,961,6410
CHEMBL2105741,EFO_0002617,964,5382
CHEMBL4297537,Orphanet_85447,968,13610
CHEMBL657,HP_0000989,971,6199
CHEMBL1177,EFO_0003888,973,8694
CHEMBL1229517,EFO_0002617,975,5382
CHEMBL1305,HP_0001742,977,5455
CHEMBL24924,HP_0004419,978,4859
CHEMBL37390,HP_0006536,981,6113
CHEMBL388590,EFO_0004274,982,8202
CHEMBL408403,EFO_0006834,983,8478
CHEMBL799,HP_0004419,985,4859
CHEMBL1201534,HP_0004419,990,4859
CHEMBL1370,HP_0001742,992,5455
CHEMBL1370,HP_0006536,992,6113
CHEMBL1370,EFO_0003956,992,8145
CHEMBL1370,EFO_0006505,992,8441
CHEMBL1534,EFO_0001070,995,5191
CHEMBL1534,HP_0001891,995,6462
CHEMBL1734,HP_0000103,997,5868
CHEMBL1734,EFO_1000781,997,8862
CHEMBL2103737,EFO_0003894,998,7494
CHEMBL3187723,EFO_0002617,1002,5382
CHEMBL106,EFO_0007228,1006,8057
CHEMBL1201134,EFO_0000555,1009,5874
CHEMBL125,EFO_0005045,1013,6831
CHEMBL125,EFO_0007379,1013,8412
CHEMBL220491,EFO_1001069,1018,9043
CHEMBL3544921,Orphanet_228349,1021,9913
CHEMBL4298187,HP_0001891,1022,6462
CHEMBL4594252,EFO_0003894,1024,7494
CHEMBL535,Orphanet_44890,1025,10836
CHEMBL569,EFO_0009552,1026,6804
CHEMBL94394,HP_0002829,1028,6156
CHEMBL1201213,HP_0006536,1030,6113
CHEMBL1201560,EFO_0004220,1032,8253
CHEMBL23,EFO_0009552,1038,6804
CHEMBL23,EFO_0003913,1038,9586
CHEMBL4,EFO_1001888,1041,6901
CHEMBL633,HP_0004308,1044,4519
CHEMBL86,EFO_0004888,1045,7986
CHEMBL1201187,EFO_0000180,1046,6410
CHEMBL1201688,EFO_1001888,1048,6901
CHEMBL1219,EFO_0007549,1049,7781
CHEMBL1219,EFO_0004607,1049,8695
CHEMBL1621597,HP_0001742,1052,5455
CHEMBL1621597,HP_0006536,1052,6113
CHEMBL1621597,EFO_0006505,1052,8441
CHEMBL1621597,EFO_0007214,1052,8774
CHEMBL1201353,EFO_0003956,1066,8145
CHEMBL1201353,EFO_0007533,1066,8206
CHEMBL1201353,EFO_0007141,1066,8382
CHEMBL1201353,EFO_1001417,1066,9365
CHEMBL19019,MONDO_0002046,1073,5869
CHEMBL2146883,EFO_0002617,1076,5382
CHEMBL3301612,EFO_0002617,1078,5382
CHEMBL404,EFO_0007149,1080,7973
CHEMBL404,EFO_1001459,1080,8085
CHEMBL404,EFO_1001312,1080,9028
CHEMBL638,EFO_1001282,1082,8068
CHEMBL1086440,EFO_1001324,1085,8229
CHEMBL1129,EFO_1001888,1086,6901
CHEMBL1201414,HP_0004419,1089,4859
CHEMBL1201414,EFO_0003907,1089,7910
CHEMBL1201564,Orphanet_53,1090,10309
CHEMBL1201830,Orphanet_575,1091,11826
CHEMBL130,EFO_1001888,1093,6901
CHEMBL130,EFO_0003894,1093,7494
CHEMBL1760,HP_0006536,1094,6113
CHEMBL790,EFO_1001888,1103,6901
CHEMBL93645,HP_0002829,1104,6156
CHEMBL1201580,EFO_0003898,1106,8126
CHEMBL1464,HP_0004419,1108,4859
CHEMBL1643,EFO_0004220,1110,8253
CHEMBL2106119,HP_0002901,1113,5065
CHEMBL8,EFO_1001888,1125,6901
CHEMBL833,HP_0004419,1126,4859
CHEMBL1106,EFO_0007141,1127,8382
CHEMBL1200799,EFO_1001069,1129,9043
CHEMBL211456,HP_0001742,1135,5455
CHEMBL3039583,EFO_1001485,1137,9551
CHEMBL566315,EFO_1001486,1143,7750
CHEMBL711,HP_0004419,1144,4859
CHEMBL85,EFO_0003758,1145,4970
CHEMBL85,EFO_0003015,1145,6308
CHEMBL1201281,EFO_1001888,1150,6901
CHEMBL1201281,EFO_0003894,1150,7494
CHEMBL161,DOID_7551,1154,4474
CHEMBL517712,HP_0011499,1161,4711
CHEMBL517712,EFO_0003956,1161,8145
CHEMBL719,HP_0001742,1162,5455
CHEMBL1201109,EFO_1001888,1166,6901
CHEMBL1201776,EFO_0005762,1168,8112
CHEMBL1238,EFO_0003894,1169,7494
CHEMBL1238,EFO_1000760,1169,9075
CHEMBL1346,HP_0000103,1170,5868
CHEMBL502,HP_0000726,1183,6059
CHEMBL831,HP_0000713,1188,6375
CHEMBL1201657,HP_0004419,1194,4859
CHEMBL1201657,EFO_0003907,1194,7910
CHEMBL1269025,HP_0004419,1195,4859
CHEMBL1269025,EFO_0003907,1195,7910
CHEMBL1364,EFO_0001070,1196,5191
CHEMBL1364,HP_0001891,1196,6462
CHEMBL1863513,EFO_0002496,1198,4984
CHEMBL190461,Orphanet_2382,1199,10498
CHEMBL190461,Orphanet_33069,1199,10643
CHEMBL2107886,HP_0004419,1203,4859
CHEMBL4297762,Orphanet_98896,1209,13423
CHEMBL1198857,EFO_0006505,1217,8441
CHEMBL1489,EFO_0003811,1220,6322
CHEMBL1628502,EFO_0004270,1222,9380
CHEMBL2108574,HP_0004419,1225,4859
CHEMBL3039514,EFO_0004220,1227,8253
CHEMBL1078261,HP_0000103,1234,5868
CHEMBL1201576,EFO_1000784,1236,9095
CHEMBL1963683,EFO_1001069,1241,9043
CHEMBL3833319,HP_0006536,1245,6113
CHEMBL428880,HP_0001742,1246,5455
CHEMBL428880,HP_0006536,1246,6113
CHEMBL428880,HP_0000964,1246,6598
CHEMBL660,EFO_1000860,1248,9278
CHEMBL660,EFO_1001402,1248,9317
CHEMBL846,HP_0002901,1250,5065
CHEMBL1064,HP_0003124,1251,5907
CHEMBL1200600,EFO_0009552,1255,6804
CHEMBL1200600,EFO_1001888,1255,6901
CHEMBL1200600,EFO_0003894,1255,7494
CHEMBL1201302,HP_0001094,1257,4858
CHEMBL1201302,HP_0012424,1257,5421
CHEMBL1201302,HP_0001742,1257,5455
CHEMBL1201302,EFO_0009552,1257,6804
CHEMBL1201302,EFO_1001888,1257,6901
CHEMBL1201302,EFO_0004276,1257,6920
CHEMBL1201302,EFO_1000845,1257,7488
CHEMBL1201302,EFO_0003894,1257,7494
CHEMBL1201302,EFO_1000941,1257,7835
CHEMBL1201302,EFO_1001194,1257,8123
CHEMBL1201302,EFO_0003898,1257,8126
CHEMBL1201302,EFO_0003956,1257,8145
CHEMBL1201302,EFO_0004274,1257,8202
CHEMBL1201302,EFO_0007141,1257,8382
CHEMBL1201302,EFO_0007160,1257,8454
CHEMBL1201302,EFO_0007520,1257,8564
CHEMBL1201302,EFO_1000039,1257,8783
CHEMBL1201302,EFO_0009456,1257,8806
CHEMBL1201302,EFO_0007257,1257,8859
CHEMBL1201302,EFO_1000694,1257,9025
CHEMBL1201302,EFO_0007403,1257,9119
CHEMBL1201302,EFO_1000997,1257,9190
CHEMBL1201302,EFO_1001896,1257,9210
CHEMBL1201302,EFO_1001051,1257,9302
CHEMBL1201302,EFO_1001205,1257,9435
CHEMBL1201891,Orphanet_98896,1258,13423
CHEMBL2105487,EFO_0003894,1262,7494
CHEMBL254857,EFO_0003888,1266,8694
CHEMBL3544926,EFO_0000778,1269,6069
CHEMBL513,EFO_0002499,1273,4908
CHEMBL760,HP_0004419,1277,4859
CHEMBL1082407,EFO_0000196,1280,5786
CHEMBL1200934,EFO_0003894,1282,7494
CHEMBL2103749,HP_0004419,1288,4859
CHEMBL2103749,EFO_1000985,1288,7863
CHEMBL2103827,EFO_0005252,1289,8511
CHEMBL231779,HP_0004419,1291,4859
CHEMBL231779,EFO_0003907,1291,7910
CHEMBL803,EFO_0003027,1297,4605
CHEMBL101,HP_0002829,1298,6156
CHEMBL1138,HP_0003124,1303,5907
CHEMBL1189679,HP_0002018,1304,6071
CHEMBL1189679,EFO_0004888,1304,7986
CHEMBL1189679,EFO_0006911,1304,9503
CHEMBL1256786,HP_0006536,1306,6113
CHEMBL1256786,EFO_0006505,1306,8441
CHEMBL1257015,HP_0004419,1307,4859
CHEMBL1511,HP_0000132,1309,5088
CHEMBL1511,HP_0008209,1309,5935
CHEMBL2040682,HP_0001742,1310,5455
CHEMBL2040682,HP_0006536,1310,6113
CHEMBL2040682,EFO_0003956,1310,8145
CHEMBL3833401,EFO_0003894,1314,7494
CHEMBL529,HP_0011110,1319,5849
CHEMBL529,EFO_1001888,1319,6901
CHEMBL529,Orphanet_586,1319,12021
CHEMBL591665,EFO_0001070,1321,5191
CHEMBL591665,HP_0001891,1321,6462
CHEMBL99946,MONDO_0002009,1327,5268
CHEMBL2095208,EFO_0000180,1336,6410
CHEMBL312448,HP_0001742,1337,5455
CHEMBL3707326,HP_0002148,1339,4972
CHEMBL398435,HP_0004419,1341,4859
CHEMBL398435,EFO_0005672,1341,8439
CHEMBL600,EFO_0004228,1342,8463
CHEMBL600,Orphanet_586,1342,12021
CHEMBL642,HP_0004308,1343,4519
CHEMBL1457,HP_0012735,1347,5422
CHEMBL154,HP_0100607,1351,5750
CHEMBL154,HP_0002829,1351,6156
CHEMBL154,EFO_1000941,1351,7835
CHEMBL154,EFO_0003898,1351,8126
CHEMBL154,EFO_0009454,1351,8133
CHEMBL154,EFO_0004274,1351,8202
CHEMBL190,HP_0006536,1352,6113
CHEMBL2107825,EFO_0000180,1353,6410
CHEMBL43064,HP_0002321,1357,6497
CHEMBL437765,EFO_1001888,1358,6901
CHEMBL641,EFO_0003888,1360,8694
CHEMBL1090,EFO_1001888,1363,6901
CHEMBL1096,HP_0006536,1364,6113
CHEMBL1201558,MONDO_0018906,1366,6502
CHEMBL1201558,EFO_0007147,1366,7578
CHEMBL1201558,EFO_0004220,1366,8253
CHEMBL1201558,EFO_1000956,1366,8633
CHEMBL1201558,EFO_0004239,1366,8857
CHEMBL1503,EFO_0009454,1368,8133
CHEMBL1503,EFO_0004607,1368,8695
CHEMBL2105458,HP_0000989,1372,6199
CHEMBL503,HP_0003124,1374,5907
CHEMBL1228,HP_0002829,1383,6156
CHEMBL1228,EFO_1001888,1383,6901
CHEMBL2108494,EFO_1001888,1389,6901
CHEMBL2142890,EFO_0003888,1390,8694
CHEMBL46,HP_0002013,1395,5878
CHEMBL46,HP_0002018,1395,6071
CHEMBL46,EFO_0006912,1395,7914
CHEMBL46,EFO_0004888,1395,7986
CHEMBL46,EFO_0006911,1395,9503
CHEMBL499,EFO_1001069,1396,9043
CHEMBL650,EFO_0003894,1397,7494
CHEMBL650,EFO_1000941,1397,7835
CHEMBL814,EFO_1002014,1400,7047
CHEMBL924,EFO_0000196,1404,5786
CHEMBL924,EFO_0003854,1404,8641
CHEMBL107,EFO_0004274,1406,8202
CHEMBL107,Orphanet_342,1406,10660
CHEMBL113,EFO_0003888,1407,8694
CHEMBL1200449,HP_0001742,1410,5455
CHEMBL1200449,HP_0006536,1410,6113
CHEMBL1200449,EFO_0009552,1410,6804
CHEMBL1200449,EFO_1001888,1410,6901
CHEMBL1201661,EFO_0003854,1411,8641
CHEMBL1201780,Orphanet_927,1412,13556
CHEMBL2105002,HP_0012735,1416,5422
CHEMBL3707313,EFO_0003894,1418,7494
CHEMBL404520,EFO_1001888,1421,6901
CHEMBL604,EFO_0001070,1424,5191
CHEMBL604,HP_0001891,1424,6462
CHEMBL989,EFO_0009552,1428,6804
CHEMBL989,EFO_1001888,1428,6901
CHEMBL103,EFO_0010269,1429,7190
CHEMBL1183349,EFO_0007380,1430,7338
CHEMBL1189432,HP_0001742,1431,5455
CHEMBL1189432,HP_0000989,1431,6199
CHEMBL1189432,EFO_0007141,1431,8382
CHEMBL1263,HP_0006536,1433,6113
CHEMBL1263,EFO_0006505,1433,8441
CHEMBL1530428,HP_0001742,1434,5455
CHEMBL1530428,EFO_0009552,1434,6804
CHEMBL1530428,EFO_1001888,1434,6901
CHEMBL1530428,EFO_0003894,1434,7494
CHEMBL3304485,EFO_0000555,1444,5874
CHEMBL4297065,MONDO_0003472,1446,6186
CHEMBL469,EFO_1001888,1447,6901
CHEMBL505,HP_0012735,1448,5422
CHEMBL761,HP_0001742,1452,5455
CHEMBL1201421,EFO_0004683,1458,7620
CHEMBL1502,HP_0100633,1463,4712
CHEMBL1502,EFO_0007549,1463,7781
CHEMBL57,EFO_0000180,1471,6410
CHEMBL577736,EFO_1001888,1472,6901
CHEMBL605846,HP_0006536,1473,6113
CHEMBL686,HP_0100607,1475,5750
CHEMBL986,HP_0001742,1476,5455
CHEMBL986,EFO_0003894,1476,7494
CHEMBL1110,EFO_0000555,1478,5874
CHEMBL1194325,HP_0006536,1479,6113
CHEMBL1194325,EFO_0006505,1479,8441
CHEMBL1200538,HP_0001742,1480,5455
CHEMBL1200538,HP_0006536,1480,6113
CHEMBL1200538,EFO_0009552,1480,6804
CHEMBL1200538,EFO_1001888,1480,6901
CHEMBL1201186,EFO_0004607,1481,8695
CHEMBL1201624,EFO_1000644,1482,8631
CHEMBL1342,EFO_0000614,1483,5190
CHEMBL1501,EFO_0009552,1485,6804
CHEMBL1747,EFO_1001888,1486,6901
CHEMBL1747,EFO_0007141,1486,8382
CHEMBL1747,Orphanet_586,1486,12021
CHEMBL2108638,EFO_0000778,1488,6069
CHEMBL251634,EFO_0009552,1491,6804
CHEMBL1201544,EFO_0001070,1500,5191
CHEMBL1201544,HP_0001891,1500,6462
CHEMBL1201832,EFO_0007160,1502,8454
CHEMBL1487,HP_0003124,1506,5907
CHEMBL1487,EFO_0003913,1506,9586
CHEMBL2218885,EFO_0004683,1509,7620
CHEMBL3989866,EFO_0000180,1515,6410
CHEMBL485,HP_0012735,1517,5422
CHEMBL654,MONDO_0002009,1522,5268
CHEMBL110,MONDO_0001444,1526,6093
CHEMBL1200500,HP_0001742,1528,5455
CHEMBL1200500,HP_0006536,1528,6113
CHEMBL1200500,EFO_0003956,1528,8145
CHEMBL1200666,EFO_1001494,1529,9448
CHEMBL193240,HP_0006536,1537,6113
CHEMBL3301675,EFO_0000555,1539,5874
CHEMBL444633,EFO_0000180,1545,6410
CHEMBL509,HP_0002829,1547,6156
CHEMBL52440,HP_0012735,1548,5422
CHEMBL52440,EFO_0007214,1548,8774
CHEMBL549,MONDO_0002009,1549,5268
CHEMBL612,EFO_0000614,1550,5190
CHEMBL612,EFO_0003888,1550,8694
CHEMBL637,MONDO_0002009,1551,5268
CHEMBL1131,EFO_1001494,1553,9448
CHEMBL118,HP_0100607,1554,5750
CHEMBL118,EFO_0003898,1554,8126
CHEMBL1201447,EFO_1000644,1556,8631
CHEMBL1201834,Orphanet_342,1558,10660
CHEMBL1374379,HP_0012735,1560,5422
CHEMBL1436,EFO_1001888,1561,6901
CHEMBL1590,HP_0012735,1562,5422
CHEMBL1590,HP_0001742,1562,5455
CHEMBL1590,EFO_0003956,1562,8145
CHEMBL1590,EFO_0007214,1562,8774
CHEMBL1657,EFO_0003894,1563,7494
CHEMBL2028663,EFO_0002617,1566,5382
CHEMBL269732,HP_0000964,1569,6598
CHEMBL290960,MONDO_0001444,1570,6093
CHEMBL3391662,EFO_0004220,1571,8253
CHEMBL3989868,EFO_1000294,1572,8608
CHEMBL914,EFO_0003956,1578,8145
CHEMBL1200572,HP_0001891,1580,6462
CHEMBL1373,EFO_0003888,1583,8694
CHEMBL1680,EFO_1001485,1585,9551
CHEMBL372795,EFO_0007481,1587,6964
CHEMBL372795,EFO_1001444,1587,8084
CHEMBL4594250,EFO_1001069,1592,9043
CHEMBL490,MONDO_0002009,1593,5268
CHEMBL512351,HP_0004419,1595,4859
CHEMBL512351,EFO_0004286,1595,8620
CHEMBL532,EFO_1001888,1596,6901
CHEMBL532,EFO_0003894,1596,7494
CHEMBL1200406,HP_0002013,1598,5878
CHEMBL1201622,EFO_1000644,1599,8631
CHEMBL1697733,EFO_0003888,1603,8694
CHEMBL1742991,HP_0006536,1604,6113
CHEMBL196,HP_0001891,1606,6462
CHEMBL54,EFO_0004216,1611,6934
CHEMBL54,EFO_0004895,1611,8146
CHEMBL1021,EFO_1001888,1615,6901
CHEMBL1055,EFO_0003913,1616,9586
CHEMBL1201438,EFO_0002617,1618,5382
CHEMBL25105,HP_0001742,1621,5455
CHEMBL25105,EFO_1001888,1621,6901
CHEMBL3127326,EFO_0004220,1622,8253
CHEMBL32,EFO_1001888,1624,6901
CHEMBL32,EFO_0006505,1624,8441
CHEMBL3544914,Orphanet_586,1625,12021
CHEMBL386630,HP_0000044,1626,4911
CHEMBL386630,EFO_1001006,1626,8543
CHEMBL386630,EFO_1001078,1626,8740
CHEMBL4594244,HP_0001742,1628,5455
CHEMBL75435,HP_0002829,1632,6156
CHEMBL1152,HP_0001742,1633,5455
CHEMBL1152,EFO_0009552,1633,6804
CHEMBL1152,EFO_1001888,1633,6901
CHEMBL1152,EFO_0007141,1633,8382
CHEMBL1198,HP_0000989,1634,6199
CHEMBL1198,EFO_0009552,1634,6804
CHEMBL1200557,EFO_0001070,1635,5191
CHEMBL1200557,HP_0001891,1635,6462
CHEMBL1200617,EFO_1001888,1636,6901
CHEMBL1201754,Orphanet_2382,1638,10498
CHEMBL1512,HP_0001742,1640,5455
CHEMBL1512,HP_0006536,1640,6113
CHEMBL38,EFO_0000224,1647,5686
CHEMBL38,EFO_0003894,1647,7494
CHEMBL922,EFO_0004239,1651,8857
CHEMBL1077,EFO_1001888,1653,6901
CHEMBL1159650,EFO_1001494,1654,9448
CHEMBL1201474,HP_0003124,1656,5907
CHEMBL1201831,EFO_0003898,1657,8126
CHEMBL2108791,HP_0004419,1662,4859
CHEMBL3989767,EFO_0003854,1665,8641
CHEMBL1201760,EFO_1001888,1671,6901
CHEMBL1287853,EFO_0002430,1672,6209
CHEMBL238804,HP_0004419,1677,4859
CHEMBL238804,Orphanet_275766,1677,12563
CHEMBL698,HP_0000989,1681,6199
CHEMBL698,EFO_0009552,1681,6804
CHEMBL710,EFO_0000284,1682,6655
CHEMBL710,EFO_0004191,1682,6783
CHEMBL741,HP_0002069,1683,6013
CHEMBL741,Orphanet_2382,1683,10498
CHEMBL1020,HP_0002829,1686,6156
CHEMBL1201295,HP_0006536,1689,6113
CHEMBL1540,EFO_1001347,1693,9482
CHEMBL2109624,HP_0004419,1698,4859
CHEMBL2109624,MONDO_0019740,1698,5378
CHEMBL1200865,EFO_1001888,1705,6901
CHEMBL1200865,EFO_0007141,1705,8382
CHEMBL3137343,EFO_0002617,1715,5382
CHEMBL1144,HP_0003124,1722,5907
CHEMBL1201605,EFO_0003929,1724,9538
CHEMBL1201621,EFO_0000180,1725,6410
CHEMBL1201649,EFO_0003854,1726,8641
CHEMBL2010601,Orphanet_586,1735,12021
CHEMBL3099695,EFO_1001110,1740,7409
CHEMBL477772,EFO_0003016,1744,5231
CHEMBL477772,EFO_0000335,1744,5671
CHEMBL608533,EFO_0007359,1745,6889
CHEMBL626,EFO_0007510,1746,7063
CHEMBL1467,EFO_0004274,1756,8202
CHEMBL1491306,HP_0000820,1757,6545
CHEMBL1497,HP_0001742,1758,5455
CHEMBL1497,HP_0006536,1758,6113
CHEMBL1497,EFO_0009552,1758,6804
CHEMBL1497,EFO_1001888,1758,6901
CHEMBL1623,HP_0002321,1760,6497
CHEMBL256087,EFO_1000941,1764,7835
CHEMBL3707331,HP_0002018,1766,6071
CHEMBL3707331,EFO_0006911,1766,9503
CHEMBL563,HP_0002829,1767,6156
CHEMBL563,EFO_1001888,1767,6901
CHEMBL691,EFO_0003894,1768,7494
CHEMBL827,EFO_0003888,1769,8694
CHEMBL877,HP_0000132,1770,5088
CHEMBL192,HP_0000802,1777,4482
CHEMBL2107884,HP_0006536,1779,6113
CHEMBL374731,EFO_0004239,1780,8857
CHEMBL108,EFO_1001219,1784,9135
CHEMBL1200696,HP_0000820,1785,6545
CHEMBL1200823,HP_0001891,1786,6462
CHEMBL1201431,Orphanet_586,1788,12021
CHEMBL2021423,EFO_0001070,1793,5191
CHEMBL2021423,HP_0001891,1793,6462
CHEMBL2368925,HP_0002018,1794,6071
CHEMBL2368925,EFO_0004888,1794,7986
CHEMBL2368925,EFO_0006911,1794,9503
CHEMBL571,HP_0002829,1795,6156
CHEMBL844,EFO_1001069,1797,9043
CHEMBL844,EFO_1000760,1797,9075
CHEMBL870,EFO_0003854,1798,8641
CHEMBL1201231,EFO_0007141,1802,8382
CHEMBL1201747,EFO_0007141,1803,8382
CHEMBL1452696,HP_0002829,1805,6156
CHEMBL374975,EFO_1001888,1809,6901
CHEMBL484785,HP_0000964,1811,6598
CHEMBL79,HP_0000989,1814,6199
CHEMBL79,EFO_0009552,1814,6804
CHEMBL79,EFO_0009846,1814,7785
CHEMBL79,EFO_1000941,1814,7835
CHEMBL90593,HP_0100607,1817,5750
CHEMBL1200335,HP_0000044,1821,4911
CHEMBL1473,HP_0001742,1823,5455
CHEMBL1473,HP_0006536,1823,6113
CHEMBL1473,EFO_0003956,1823,8145
CHEMBL1473,EFO_0006505,1823,8441
CHEMBL1641,EFO_0009552,1824,6804
CHEMBL1641,EFO_1001888,1824,6901
CHEMBL1741,EFO_0004607,1825,8695
CHEMBL2374220,EFO_0004220,1828,8253
CHEMBL290106,EFO_0003894,1829,7494
CHEMBL46740,EFO_0003854,1834,8641
CHEMBL857,HP_0001891,1838,6462
CHEMBL862,EFO_0003888,1839,8694
CHEMBL1200384,HP_0001742,1842,5455
CHEMBL1200384,HP_0006536,1842,6113
CHEMBL1200384,EFO_0009552,1842,6804
CHEMBL1200384,EFO_1001888,1842,6901
CHEMBL1200384,EFO_1001494,1842,9448
CHEMBL1771,HP_0004419,1848,4859
CHEMBL1771,EFO_1000985,1848,7863
CHEMBL1771,EFO_0005672,1848,8439
CHEMBL1771,EFO_0004265,1848,9587
CHEMBL2107885,HP_0004419,1850,4859
CHEMBL2110774,HP_0000989,1852,6199
CHEMBL298470,EFO_0007445,1855,8345
CHEMBL3039537,Orphanet_75234,1856,10869
CHEMBL343448,EFO_0000211,1859,5904
CHEMBL713,EFO_0004239,1864,8857
CHEMBL1200376,HP_0001742,1866,5455
CHEMBL1200376,HP_0006536,1866,6113
CHEMBL1200376,EFO_0009552,1866,6804
CHEMBL1200376,EFO_1001888,1866,6901
CHEMBL1215,HP_0001742,1868,5455
CHEMBL1888176,HP_0000103,1876,5868
CHEMBL1888176,EFO_1000781,1876,8862
CHEMBL30008,HP_0002321,1880,6497
CHEMBL932,HP_0004419,1885,4859
CHEMBL1094966,HP_0006536,1886,6113
CHEMBL1201222,EFO_0003888,1888,8694
CHEMBL1477036,HP_0001891,1890,6462
CHEMBL1506,EFO_1001888,1891,6901
CHEMBL1506,EFO_0003894,1891,7494
CHEMBL1626,HP_0000989,1892,6199
CHEMBL2107874,EFO_0003854,1896,8641
CHEMBL24441,HP_0002321,1897,6497
CHEMBL109,HP_0002121,1907,6486
CHEMBL109,EFO_1000877,1907,9378
CHEMBL109,Orphanet_64280,1907,10601
CHEMBL1159717,HP_0006536,1908,6113
CHEMBL1201589,HP_0006536,1909,6113
CHEMBL1259059,EFO_0004220,1910,8253
CHEMBL2159122,EFO_0000555,1915,5874
CHEMBL716,MONDO_0002009,1921,5268
CHEMBL746,HP_0001742,1922,5455
CHEMBL746,HP_0006536,1922,6113
CHEMBL1200909,HP_0001742,1925,5455
CHEMBL1200909,EFO_0009552,1925,6804
CHEMBL1200909,EFO_1001888,1925,6901
CHEMBL1201289,EFO_0003894,1926,7494
CHEMBL1201581,EFO_0003898,1927,8126
CHEMBL135,HP_0030016,1928,5267
CHEMBL135,HP_0008209,1928,5935
CHEMBL1439973,HP_0002018,1930,6071
CHEMBL363295,HP_0000103,1939,5868
CHEMBL9,EFO_1001888,1943,6901
CHEMBL1201758,EFO_0007141,1944,8382
CHEMBL1404,EFO_0003913,1945,9586
CHEMBL1789844,EFO_0002617,1947,5382
CHEMBL2105611,EFO_1001494,1950,9448
CHEMBL2105760,MONDO_0002009,1951,5268
CHEMBL2364608,EFO_0000180,1952,6410
CHEMBL680,HP_0011110,1962,5849
CHEMBL720,MONDO_0003472,1963,6186
CHEMBL811,HP_0012735,1964,5422
CHEMBL811,EFO_0007214,1964,8774
